Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Protein families	Subcellular location [CC]	Pfam	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Gene Ontology IDs
A0A267F9H7	unreviewed	A0A267F9H7_9PLAT	"Glutamate receptor ionotropic, kainate 2"	BOX15_Mlig005297g1	Macrostomum lignano	837		SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00060;PF10613;		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ionotropic glutamate receptor activity [GO:0004970]	GO:0004970; GO:0005886; GO:0016021
A0A267FFW2	unreviewed	A0A267FFW2_9PLAT	Amiloride-sensitive sodium channel	BOX15_Mlig020199g1	Macrostomum lignano	777	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267FFZ1	unreviewed	A0A267FFZ1_9PLAT	Lig_chan-Glu_bd domain-containing protein	BOX15_Mlig009170g1	Macrostomum lignano	881		SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00060;PF10613;		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ionotropic glutamate receptor activity [GO:0004970]	GO:0004970; GO:0005886; GO:0016021
A0A267FGP1	unreviewed	A0A267FGP1_9PLAT	Amiloride-sensitive sodium channel	BOX15_Mlig027426g1 BOX15_Mlig027426g3	Macrostomum lignano	646	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267FK91	unreviewed	A0A267FK91_9PLAT	PBPe domain-containing protein	BOX15_Mlig028680g1	Macrostomum lignano	476			PF00060;		integral component of membrane [GO:0016021]	ligand-gated ion channel activity [GO:0015276]	GO:0015276; GO:0016021
A0A267FKN8	unreviewed	A0A267FKN8_9PLAT	PBPe domain-containing protein	BOX15_Mlig026429g3	Macrostomum lignano	867			PF00060;PF00497;		integral component of membrane [GO:0016021]	ligand-gated ion channel activity [GO:0015276]	GO:0015276; GO:0016021
A0A267FKQ4	unreviewed	A0A267FKQ4_9PLAT	Mab-21 domain-containing protein	BOX15_Mlig033565g2	Macrostomum lignano	574	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267FLQ9	unreviewed	A0A267FLQ9_9PLAT	Amiloride-sensitive sodium channel	BOX15_Mlig009645g3	Macrostomum lignano	330	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267FNI2	unreviewed	A0A267FNI2_9PLAT	PBPe domain-containing protein	BOX15_Mlig034115g2	Macrostomum lignano	804		SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00060;PF10613;		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ionotropic glutamate receptor activity [GO:0004970]	GO:0004970; GO:0005886; GO:0016021
A0A267FPV4	unreviewed	A0A267FPV4_9PLAT	Neur_chan_LBD domain-containing protein	BOX15_Mlig009538g1	Macrostomum lignano	211			PF02931;		integral component of membrane [GO:0016021]	extracellular ligand-gated ion channel activity [GO:0005230]	GO:0005230; GO:0016021
A0A267FRW6	unreviewed	A0A267FRW6_9PLAT	Amiloride-sensitive sodium channel	BOX15_Mlig006976g1	Macrostomum lignano	504	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267FSX5	unreviewed	A0A267FSX5_9PLAT	PBPe domain-containing protein	BOX15_Mlig017883g2	Macrostomum lignano	571		SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00060;PF10613;		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ionotropic glutamate receptor activity [GO:0004970]	GO:0004970; GO:0005886; GO:0016021
A0A267FU82	unreviewed	A0A267FU82_9PLAT	Amiloride-sensitive sodium channel	BOX15_Mlig014550g2	Macrostomum lignano	556	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267FWM6	unreviewed	A0A267FWM6_9PLAT	Acid sensing ion channel subunit 1	BOX15_Mlig032051g1	Macrostomum lignano	580	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267G058	unreviewed	A0A267G058_9PLAT	SSD domain-containing protein	BOX15_Mlig029271g2	Macrostomum lignano	571	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267G0V5	unreviewed	A0A267G0V5_9PLAT	Amiloride-sensitive sodium channel	BOX15_Mlig024322g3	Macrostomum lignano	586	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267G1A0	unreviewed	A0A267G1A0_9PLAT	Acid-sensing ion channel 4	BOX15_Mlig019094g1	Macrostomum lignano	544	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267G1X8	unreviewed	A0A267G1X8_9PLAT	WSC domain-containing protein	BOX15_Mlig006056g2	Macrostomum lignano	1049	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267G286	unreviewed	A0A267G286_9PLAT	Amiloride-sensitive cation channel 5	BOX15_Mlig007416g1	Macrostomum lignano	112	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267G3V0	unreviewed	A0A267G3V0_9PLAT	Amiloride-sensitive sodium channel	BOX15_Mlig028584g3	Macrostomum lignano	611	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267G692	unreviewed	A0A267G692_9PLAT	Amiloride-sensitive sodium channel	BOX15_Mlig031432g4	Macrostomum lignano	667	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267G6S3	unreviewed	A0A267G6S3_9PLAT	PKD_channel domain-containing protein	BOX15_Mlig031004g1	Macrostomum lignano	566	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267G7E7	unreviewed	A0A267G7E7_9PLAT	Amiloride-sensitive sodium channel	BOX15_Mlig023951g1	Macrostomum lignano	575	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267G831	unreviewed	A0A267G831_9PLAT	Amiloride-sensitive sodium channel	BOX15_Mlig007609g1	Macrostomum lignano	481	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267GC91	unreviewed	A0A267GC91_9PLAT	WSC domain-containing protein	BOX15_Mlig007204g1	Macrostomum lignano	1052	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;PF01822;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267GGG8	unreviewed	A0A267GGG8_9PLAT	Amiloride-sensitive sodium channel	BOX15_Mlig025378g2	Macrostomum lignano	610	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267GI52	unreviewed	A0A267GI52_9PLAT	Uncharacterized protein	BOX15_Mlig029354g1	Macrostomum lignano	143	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267GI55	unreviewed	A0A267GI55_9PLAT	Neur_chan_memb domain-containing protein	BOX15_Mlig005480g1	Macrostomum lignano	265			PF02932;		integral component of membrane [GO:0016021]	GABA-A receptor activity [GO:0004890]; ion channel activity [GO:0005216]	GO:0004890; GO:0005216; GO:0016021
A0A267GJX2	unreviewed	A0A267GJX2_9PLAT	Amiloride-sensitive sodium channel	BOX15_Mlig008995g3 BOX15_Mlig008995g4	Macrostomum lignano	612	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267GKD7	unreviewed	A0A267GKD7_9PLAT	Neur_chan_LBD domain-containing protein	BOX15_Mlig011179g1	Macrostomum lignano	269			PF02931;		integral component of membrane [GO:0016021]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0016021
A0A267GN24	unreviewed	A0A267GN24_9PLAT	Amiloride-sensitive cation channel 5	BOX15_Mlig008995g1	Macrostomum lignano	462	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267GN93	unreviewed	A0A267GN93_9PLAT	Amiloride-sensitive sodium channel	BOX15_Mlig006398g1	Macrostomum lignano	1033	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267GP53	unreviewed	A0A267GP53_9PLAT	Amiloride-sensitive cation channel 5	BOX15_Mlig025217g2	Macrostomum lignano	346	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267GRS7	unreviewed	A0A267GRS7_9PLAT	Amiloride-sensitive sodium channel	BOX15_Mlig020704g1	Macrostomum lignano	629	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267GSY3	unreviewed	A0A267GSY3_9PLAT	Amiloride-sensitive sodium channel	BOX15_Mlig015385g1 BOX15_Mlig015385g3	Macrostomum lignano	658	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267GWK9	unreviewed	A0A267GWK9_9PLAT	Amiloride-sensitive sodium channel	BOX15_Mlig007558g1	Macrostomum lignano	719	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267GXA7	unreviewed	A0A267GXA7_9PLAT	Amiloride-sensitive sodium channel subunit gamma	BOX15_Mlig022345g1	Macrostomum lignano	316	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267H0F5	unreviewed	A0A267H0F5_9PLAT	Acid-sensing ion channel 1	BOX15_Mlig018909g1	Macrostomum lignano	624	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267H1B0	unreviewed	A0A267H1B0_9PLAT	PBPe domain-containing protein	BOX15_Mlig005955g1	Macrostomum lignano	857			PF00060;PF00497;		integral component of membrane [GO:0016021]	ligand-gated ion channel activity [GO:0015276]	GO:0015276; GO:0016021
A0A267H346	unreviewed	A0A267H346_9PLAT	Uncharacterized protein	BOX15_Mlig024348g1	Macrostomum lignano	281	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267H3M8	unreviewed	A0A267H3M8_9PLAT	DEP domain-containing protein	BOX15_Mlig029354g2	Macrostomum lignano	385	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267H5N2	unreviewed	A0A267H5N2_9PLAT	Amiloride-sensitive sodium channel	BOX15_Mlig013723g1	Macrostomum lignano	319	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267H5P1	unreviewed	A0A267H5P1_9PLAT	Amiloride-sensitive cation channel 5	BOX15_Mlig011411g1	Macrostomum lignano	153	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267H6C5	unreviewed	A0A267H6C5_9PLAT	Amiloride-sensitive sodium channel	BOX15_Mlig016990g2	Macrostomum lignano	616	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A267H6T2	unreviewed	A0A267H6T2_9PLAT	Glutamate receptor	BOX15_Mlig026892g1	Macrostomum lignano	1004		SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00060;PF00497;		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ionotropic glutamate receptor activity [GO:0004970]	GO:0004970; GO:0005886; GO:0016021
A0A2H1CFL3	unreviewed	A0A2H1CFL3_FASHE	Acetylcholine receptor subunit alpha-type acr-16	D915_004181	Fasciola hepatica (Liver fluke)	462	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02931;PF02932;		integral component of membrane [GO:0016021]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0016021
A0A2H1CIN3	unreviewed	A0A2H1CIN3_FASHE	FMRFamide-activated amiloride-sensitive sodium channel	D915_003232	Fasciola hepatica (Liver fluke)	663	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A2H1CK31	unreviewed	A0A2H1CK31_FASHE	P2X purinoceptor 4	D915_003158	Fasciola hepatica (Liver fluke)	640					integral component of membrane [GO:0016021]		GO:0016021
A0A2H1CRP9	unreviewed	A0A2H1CRP9_FASHE	Glycine receptor subunit beta	D915_001555	Fasciola hepatica (Liver fluke)	577	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02931;PF02932;		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0005886; GO:0016021
A0A2S1B6R1	unreviewed	A0A2S1B6R1_PLADU	DEG/ENaC family ion channel ENaC6		Platynereis dumerilii (Dumeril's clam worm)	591	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
